id;Factor_1;Factor_2;Factor_3;Factor_4;Factor_5;Factor_6;Factor_7;Factor_8;Factor_9;Factor_10;Factor_11;Factor_12
4085;1;1;0;0,25;67672;0;0;0;1;0;0;0
4086;0;-1;0,007974;0;250811;-1;0;0;1;0;0;0
4087;0;0;0,00001;0,083333;494100;0;0;0;1;0;0;0
4088;0;0;0;0;269059;-1;0;1;0,388889;-11;0;0
4089;1;0;0;0;330100;0;0;1;2;5;0;0
4090;1;1;0,008533;0,25;753099;0;0;0;0,35;-13;0;0
4091;0;3;0,135199;0,157895;151222;1;0;0;0,4;-12;0;0
4092;0;0;-1;0;0;0;0;1;1,2;1;0;0
4093;0;0;0;0;230000;0;0;1;1,538462;7;0;0
4094;0;0;0,015575;0;1028124;0;0;1;1;0;0;0
4095;0;0;0,002859;0;13990;0;0;1;4;15;0;0
4096;0;0;0;0;100000;0;0;1;0,8;-4;0;0
4097;1;0;0;1;55000;0;0;1;1,125;1;0;0
4098;0;1;0,027696;0,071429;298270;0;0;1;2;10;0;0
4099;0;0;0;0;6000;0;0;0;1,333333;5;0;0
4100;1;8;-1;1,8;0;-1;4;0;0,714286;-4;0;0
4101;0;0;0;0,333333;21260;0;0;0;1,428571;6;0;0
4102;1;0;0;0;10500;0;0;0;1;0;0;0
4103;0;0;0;0,666667;429900;0;0;0;1,176471;3;0;0
4104;1;3;0,132155;1;429540;0;0;1;1,8;4;0;0
4105;0;0;0;0;1458901;0;0;0;2;7;0;0
4106;0;0;0;0;75522;0;0;0;0,823529;-3;0;0
4107;0;0;0;0,142857;549932;0;0;1;1,666667;8;0;0
4108;0;0;0;0;1206232;0;0;1;4;15;0;0
4109;0;0;0;0,125;247692;-1;0;1;0,857143;-2;0;0
4110;0;0;0,004835;0,064516;339200;0;0;0;1,176471;3;0;0
4111;1;3;-1;3;0;0;0;0;1;0;0;0
4112;0;0;0;0,153846;203980;1;0;1;0,833333;-2;0;0
4113;1;2;-1;2;0;0;3;0;1,4;4;0;0
4114;0;0;0;0;5000;0;0;0;1,2;2;0;0
4115;0;7;0;1,166667;98000;0;0;0;1;0;0;0
4116;0;0;0;0;375000;0;0;0;1,363636;4;0;0
4117;1;0;0;0;50000;0;0;0;1,176471;3;0;0
4118;0;0;0,001808;0,285714;331840;0;0;0;1,428571;6;0;0
4119;0;0;0;0,333333;344046;0;0;1;0,8;-2;0;0
4120;0;0;0;0,166667;75154;0;0;1;1;0;0;1
4121;0;0;0;0;117000;0;0;0;3,6;13;0;0
4122;1;4;0,040619;0,571429;189000;0;0;0;1,153846;2;0;0
4123;1;0;0;0;137000;0;0;0;2;10;0;0
4124;0;0;0;0;458082;0;0;1;0,882353;-2;0;0
4125;0;0;0;0;1313102;0;0;1;1,176471;3;0;0
4126;0;0;0;0;1410793;0;0;0;0,8;-4;0;0
4127;0;0;0,102785;0,4;65000;0;0;1;2,4;7;0;0
4128;1;1;0,020869;1;330628;0;0;0;2,4;7;0;0
4129;0;0;0;0;17000;0;0;1;4;15;0;0
4130;0;0;0;0;150000;0;0;1;4;15;0;0
4131;0;0;0,000567;0;826500;0;0;1;3;10;0;0
4132;0;3;0;0,333333;442849;0;0;1;1,25;2;0;0
4133;0;-1;0;0;296570;4;0;1;1;0;0;0
4134;0;0;0;0;132222;0;0;1;3,8;14;0;0
4135;0;0;-1;0;0;0;0;0;2;5;0;0
4136;0;1;0;0,227273;386090;0;0;1;0,8;-2;0;0
4137;0;0;0;0;12000;0;0;1;1;0;0;1
4138;0;0;0;0,388889;45000;0;0;1;1,052632;1;0;0
4139;0;0;0;0,333333;1382837;0;0;1;2,2;6;0;0
4140;0;1;0,077874;0,333333;183000;0;0;0;0,529412;-8;0;0
4141;1;3;0,117348;0,3;55979;1;0;0;0,692308;-4;0;0
4142;0;0;0;0,043478;719074;0;0;1;0,933333;-1;0;0
4143;0;0;0;0;25000;0;0;0;1;0;0;0
4144;0;0;0;0;27958;0;0;0;1,071429;1;0;0
4145;0;0;0;0;7000;0;0;1;2,571429;11;0;0
4146;0;0;0,277083;0;21499;0;0;0;1;0;0;0
4147;0;0;0;0,2;1488237;1;0;0;1;0;0;0
4148;0;0;0,013856;0;617711;0;0;1;1;0;0;0
4149;0;0;0;0;77280;0;0;0;1;0;0;0
4150;1;1;0;0,444444;438900;0;0;1;0,578947;-8;0;0
4151;0;0;0;0;75998;0;0;1;1,166667;1;0;0
4152;1;0;0;0,2;76776;0;0;0;1,176471;3;0;0
4153;0;0;0;0;15000;0;0;1;1,5;5;0;1
4154;1;3;-1;3;0;0;2;0;1,538462;7;0;0
4155;0;0;0,149525;0;79980;0;0;1;1,2;2;1;0
4156;0;0;0;0;339001;0;0;1;1,333333;4;0;0
4157;0;0;0;0;142000;0;0;1;1;0;0;0
4158;0;0;0;0,25;514086;0;0;1;1,066667;1;0;0
4159;0;0;0,033333;0;27000;0;0;1;1,066667;1;0;0
4160;0;0;0;0;722666;0;0;1;2,666667;10;0;1
4161;0;0;0;0,25;1257928;0;0;1;2,2;6;0;0
4162;0;0;0;0;2642734;0;0;1;1,666667;8;0;0
4163;0;0;0;0;446836;0;0;1;3;10;0;0
4164;1;0;0;0,035714;317000;1;0;1;1;0;0;0
4165;0;0;0,003297;0,076923;182000;1;0;1;1,176471;3;0;0
4166;1;3;-1;1,5;0;0;4;0;0,714286;-4;2;0
4167;0;0;0;0;118000;0;0;1;1;0;0;0
4168;0;1;0;0,25;454180;-1;0;0;1,25;4;0;0
4169;0;0;0;0,333333;9000;-1;1;0;0,714286;-2;0;0
4170;0;0;0;0;336500;0;0;1;2,2;6;0;0
4171;0;1;0,004425;0,166667;449721;-1;0;0;1;0;0;0
4172;0;0;0,82;-1;14000;0;0;0;0,833333;-2;0;0
4173;0;0;0,001163;0,125;172000;0;0;0;1,076923;1;0;0
4174;1;0;0;0;377000;0;0;0;3;10;0;0
4175;0;0;-1;0;0;0;1;0;1;0;0;0
4176;0;0;0;0;8000;0;0;1;1;0;0;0
4177;0;0;0;0;214840;0;0;1;1,2;1;0;0
4178;1;0;0,002671;0;648079;1;0;1;1;0;0;0
4179;0;4;0,136756;1,272727;174318;0;0;0;1;0;0;0
4180;0;2;0;0,222222;859503;0;0;0;1,5;5;0;0
4181;1;0;-1;0;0;0;2;0;0,882353;-2;0;0
4182;0;0;0;0,285714;248648;0;0;1;1;0;0;0
4183;0;0;0;0;49000;0;0;1;1,333333;3;0;0
4184;0;0;0,133018;0;501803;1;0;0;1;0;0;0
4185;0;0;0;0,333333;49317;0;0;0;1,818182;9;0;0
4186;0;0;0;0;1198043;0;0;1;1;0;0;0
4187;0;0;0;0,333333;560508;0;0;1;1;0;0;0
4188;0;0;0;0;230000;0;0;1;1;0;0;0
4189;0;0;0;0;400000;0;0;0;0,7;-3;0;0
4190;0;0;0;0;1093100;0;0;1;0,529412;-8;0;0
4191;0;0;0,031364;0;476500;0;0;1;0,823529;-3;0;0
4192;1;4;0;0,714286;377000;-1;0;1;0,466667;-8;0;0
4193;1;1;0;0,5;45839;0;0;0;0,6;-6;0;0
4194;0;0;0;0;74000;0;0;0;0,833333;-1;0;0
4195;0;1;0,174113;0,076923;349469;0;0;1;1;0;0;0
4196;0;0;0,158436;0,75;39000;0;0;0;1;0;0;0
4197;0;0;0;0;1698200;0;0;0;1;0;0;0
4198;0;2;0,175228;0,444444;127000;0;0;0;0,769231;-3;0;0
4199;0;0;0;0;351500;0;0;1;1;0;0;0
4200;0;0;0;0,039216;1390826;0;0;1;1;0;0;0
4201;0;0;0,000666;0,083333;423624;0;0;1;1,666667;4;0;0
4202;0;0;0;0;106644;0;0;0;0,8;-4;0;0
4203;0;1;0,047538;0,111111;618700;1;0;1;1;0;0;0
4204;1;5;0,013996;0,714286;1126269;0;0;1;1,307692;4;1;0
4205;0;4;0,010133;0,888889;651259;0;0;1;2;10;0;0
4206;1;0;0;3;264000;0;0;1;2;10;0;0
4207;0;0;0,00229;0,151515;1251920;0;0;0;1;0;0;0
4208;0;0;-1;-1;0;0;0;0;1,176471;3;0;0
4209;1;1;0,3085;0,1;20000;0;0;0;1;0;0;0
4210;2;0;0;0;64000;0;0;1;2,2;6;0;0
4211;2;0;-1;0;0;3;0;1;1;0;0;0
4212;0;0;0,007;1;638035;0;0;1;1,714286;5;0;0
4213;1;1;0,6;0,333333;11500;1;0;0;1;0;0;0
4214;0;0;0;0;47000;0;0;1;0,75;-5;0;0
4215;0;0;0;0;23513;0;0;0;1,052632;1;0;0
4216;2;0;0,087058;0;156000;1;0;1;1;0;2;0
4217;0;0;0;0;11000;0;-1;0;1;0;0;0
4218;0;0;0;0;222100;0;0;1;1;0;0;0
4219;0;0;0,059743;0,038462;499938;0;0;1;1,333333;5;0;0
4220;0;-2;0,3526;0,111111;10000;0;0;0;0,555556;-4;0;0
4221;0;0;0;0;448100;-1;0;1;1,1875;3;0;0
4222;1;0;0,081023;0,571429;786492;0;0;1;2;5;0;0
4223;0;0;0,027732;0,125;913628;0;0;0;1;0;0;0
4224;0;0;0;0;604257;0;0;0;1,2;2;0;0
4225;0;0;0;0;84199;0;0;0;1,176471;3;0;0
4226;1;1;0,007256;0,333333;537500;1;0;1;1,333333;2;0;0
4227;1;0;0;0;113000;0;0;0;0,625;-3;0;0
4228;0;0;0;0;192000;0;0;1;4;15;0;0
4229;1;0;0;0;334188;0;0;0;0,9375;-1;0;0
4230;0;0;0,152636;0,102273;415322;0;0;1;1;0;0;0
4231;1;0;0;0,153846;63235;0;0;1;1;0;0;0
4232;0;0;0;0;163999;0;0;1;2,857143;13;0;0
4233;0;0;0;0;365831;0;0;1;2,571429;11;0;0
4234;1;0;0;0;208000;0;0;0;1,133333;2;0;0
4235;0;0;0;0;147500;0;0;1;4;15;0;0
4236;0;0;-1;0;0;0;0;0;0,7;-3;0;0
4237;1;7;0;0,611111;687769;0;-1;0;1;0;0;0
4238;0;0;0,003486;0,2;1058662;0;0;1;2;10;0;0
4239;0;0;0;0;103500;0;0;0;1,111111;2;0;0
4240;0;0;0;0;5500;0;1;0;1,545455;6;0;0
4241;0;0;0,020772;0,166667;221544;0;0;1;0,8;-2;0;0
4242;0;0;0;0;407480;0;0;1;2;5;0;0
4243;0;0;0;0,125;297085;0;0;1;1;0;0;0
4244;0;0;0;0;447000;-1;0;1;1,5;5;0;0
4245;1;0;0;0;78600;0;0;1;1;0;0;0
4246;1;0;0;0;35000;0;0;0;1,166667;1;0;0
4247;0;4;0,045075;0,357143;328500;1;0;0;1;0;0;0
4248;0;0;0;0,214286;21838;0;0;1;1;0;0;0
4249;0;0;0;0;397048;0;0;0;1;0;0;0
4250;0;0;0;0;10000;0;0;0;1,176471;3;0;0
4251;0;0;0;0;2000;0;0;0;0,947368;-1;0;0
4252;1;0;0,024618;0,5;91600;0;0;1;3,4;12;0;0
4253;0;2;0,196151;0,181818;141768;1;0;1;1;0;0;0
4254;1;1;0;0,5;9000;-1;1;1;1,4;4;1;0
4255;0;0;0;0;78500;0;0;1;0,5;-5;0;0
4256;0;0;0;0;53000;0;0;1;1,052632;1;0;0
4257;0;0;0;0;594000;0;0;1;1;0;0;0
4258;1;1;-1;0,333333;0;1;1;1;1,428571;3;0;0
4259;0;0;0;0;97000;0;0;1;1,666667;6;0;0
4260;0;0;0;0;781198;0;0;1;1;0;0;0
4261;1;0;0;0;136935;0;0;1;1,4;2;0;0
4262;0;0;0;0;193633;0;0;0;0,823529;-3;0;0
4263;0;1;0,4;0,076923;43000;1;0;0;1,1;1;0;0
4264;0;0;0;0;194000;0;0;0;0,882353;-2;0;0
4265;0;0;0;0,142857;629660;0;0;1;0,714286;-2;0;0
4266;0;1;0,038146;0,03125;461380;1;0;0;1;0;0;0
4267;1;0;0;0,12;1319200;0;0;0;1;0;0;0
4268;0;0;0;0,125;2668166;0;0;0;1,25;2;0;0
4269;0;0;0;0;132745;0;0;0;1,666667;8;0;0
4270;0;0;0;0;23519;0;0;0;1;0;0;0
4271;0;0;0;0;12000;0;0;0;0,6;-8;0;0
4272;0;0;0;0;38500;0;0;0;1;0;0;0
4273;0;0;0,039792;0,173913;245201;0;0;1;1,176471;3;0;0
4274;0;0;0;0;2481875;0;0;1;1,333333;5;0;0
4275;1;2;0,088605;0,285714;334000;0;1;0;1,777778;7;0;0
4276;0;0;0;0;6000;0;0;1;1;0;0;0
4277;0;0;0;0;120000;0;0;1;0,555556;-4;0;0
4278;0;0;0,03094;0,2;248192;0;0;1;1,111111;1;0;0
4279;0;-1;0;0,045455;549000;-1;0;1;2;5;0;0
4280;0;0;0;0,571429;1581908;0;0;1;1,176471;3;0;0
4281;0;0;0;0;20100;0;0;1;0,470588;-9;0;0
4282;0;0;0;0;186500;0;0;1;1;0;0;0
4283;0;0;-1;-1;0;0;0;0;2;10;0;0
4284;0;0;0;0,025641;2067144;0;0;1;0,777778;-2;0;0
4285;0;1;0,025496;0,272727;256000;0;0;1;1;0;0;0
4286;0;0;0,018941;0,133333;102953;0;0;1;1;0;0;0
4287;0;0;0;0;22800;0;0;1;1;0;0;0
4288;0;0;-1;0;0;0;0;1;1;0;0;1
4289;0;0;0,117501;0;431000;1;0;1;2,714286;12;0;0
4290;1;1;0;0,142857;222000;1;0;0;1;0;0;0
4291;0;0;0;0;159001;0;0;0;0,705882;-5;0;0
4292;1;0;-1;0;0;0;0;1;4;15;0;0
4293;1;1;0,092824;0,166667;62915;0;0;1;2;5;0;0
4294;0;0;0;0;89084;0;0;1;2,857143;13;0;0
4295;0;1;0,002716;0,068182;1613138;0;0;1;1;0;0;0
4296;0;0;0;0;486000;0;0;1;1,666667;4;0;0
4297;0;0;0;0;330000;0;0;1;1,333333;5;0;0
4298;0;0;0;0;132350;0;0;1;1;0;0;0
4299;1;0;0;0,142857;872652;0;0;1;1;0;0;0
4300;2;0;0,009309;0,052632;909196;0;0;1;1,5;10;0;0
4301;0;1;0,059434;0,043478;319111;0;0;1;1;0;0;0
4302;1;5;0,055069;0,538462;575842;1;0;1;1;0;0;0
4303;0;0;0;0;554650;0;0;1;1,176471;3;0;0
4304;0;0;-1;0;0;0;0;1;2,6;8;0;0
4305;0;0;0;0;767300;-1;0;1;1,333333;5;0;0
4306;0;0;0,370136;0,153846;22000;0;0;1;0,7;-3;0;0
4307;0;0;0;0;67000;0;0;0;1;0;0;0
4308;1;0;0;0;92000;0;0;1;4;15;0;0
4309;1;0;0;0;707000;-1;0;1;2;7;0;0
4310;0;0;0,000778;0;375501;0;0;1;1,25;2;0;0
4311;0;6;0,221159;0,857143;138000;1;0;1;1,538462;7;0;0
4312;0;1;0;0,083333;157600;0;0;0;1;0;0;0
4313;0;0;0;0;105000;0;0;1;1;0;0;0
4314;0;0;0;0;134000;0;0;1;0,25;-15;0;0
4315;0;0;0;0;55386;0;0;1;1,625;5;0;0
4316;1;0;-1;0;0;0;0;1;1;0;0;0
4317;0;0;0;0;573606;0;0;1;1,176471;3;0;0
4318;0;0;0,020896;0;226500;0;0;1;1,538462;7;0;0
4319;0;1;0,050434;0,071429;226000;1;0;1;2,166667;7;0;0
4320;1;10;0;2;15814;-1;3;0;0,785714;-3;0;0
4321;1;0;0;0,037037;989300;-1;0;0;0,555556;-4;0;0
4322;1;4;0,028571;0,555556;77000;0;0;0;0,85;-3;1;0
4323;0;0;-1;0;0;0;2;0;1,25;4;0;0
4324;0;0;0;0;31000;0;0;1;3,333333;14;0;0
4325;0;0;0;0,1;265806;0;0;1;1;0;0;0
4326;1;1;0;0,2;49000;0;0;0;2;10;0;0
4327;0;0;0;0;4000;0;0;1;3;10;0;0
4328;0;-1;0;0,038462;826803;-1;0;1;1,333333;5;0;0
4329;0;0;0;0,090909;1190522;0;0;1;1,083333;1;0;0
4330;0;0;0;0;533961;0;0;1;1,176471;3;0;0
4331;1;2;0,066235;0,333333;232700;1;0;0;1,538462;7;0;0
4332;0;0;-1;0;0;0;0;0;1,666667;8;0;0
4333;1;0;0,766167;1,333333;6000;1;0;0;0,5;-10;0;0
4334;0;0;0;0,090909;2815171;0;0;1;1;0;0;0
4335;1;0;0,019378;0,037037;523324;0;0;1;1;0;0;0
4336;0;0;1,3179;0,5;10000;0;0;0;1,333333;5;0;0
4337;1;1;0,019277;0,08;714886;0;0;1;0,714286;-4;0;0
4338;0;0;0;0;2000;0;0;0;0,7;-3;0;0
4339;1;0;0,069477;0,409091;625000;0;0;1;0,8;-4;0;0
4340;0;0;0;0;45000;0;0;1;1,8;8;0;0
4341;0;0;0;0;153000;0;0;1;0,625;-3;0;0
4342;0;2;0,030714;0,25;522308;0;0;1;1,666667;8;0;0
4343;0;0;0,126585;0,75;143200;0;0;0;1;0;2;0
4344;1;1;-1;1;0;0;0;0;0,769231;-3;0;0
4345;0;0;0;0;168073;0;0;0;1,666667;12;0;0
4346;0;0;0;0;209144;0;0;1;1;0;0;0
4347;0;1;0,079966;1,75;524020;0;0;0;1,058824;1;0;0
4348;1;2;0;1;50000;-1;0;0;2,857143;13;0;0
4349;0;0;0;0;1200000;0;0;1;3;10;0;0
4350;0;0;0,007903;0,071429;457057;0;0;1;1,176471;3;0;0
4351;0;0;0;0;4000;0;0;0;4;15;0;0
4352;0;0;0,068247;0,076923;94363;0;0;0;2;7;0;0
4353;1;0;0;-1;60000;0;0;1;2;5;0;0
4354;1;0;0,000433;0;41528;0;0;1;0,714286;-2;0;0
4355;1;4;0;0,375;164737;-1;0;1;1;0;0;0
4356;0;0;0;0;538012;0;0;1;1,176471;3;0;0
4357;0;0;0;0,3;979772;1;0;1;2;6;0;0
4358;1;0;0;0,666667;226000;0;0;1;1;0;0;0
4359;0;0;0;0;170000;0;0;1;1,176471;3;0;0
4360;0;0;0;0;186500;0;0;0;0,529412;-8;0;0
4361;0;1;0;0,2;5000;0;0;0;1,176471;3;0;0
4362;0;0;0;0;38443;0;0;0;1,333333;4;0;0
4363;0;0;0;0;124679;0;0;1;1,090909;1;0;0
4364;0;0;0,008046;0;147532;1;0;1;0,909091;-1;0;0
4365;0;0;0;0;54000;0;0;1;1,176471;3;0;0
4366;0;0;0;0;68000;0;0;1;1,428571;3;0;0
4367;0;0;0,049842;0,75;120000;0;0;1;4;15;0;0
4368;1;0;0;0;3000;0;1;0;1,166667;1;0;0
4369;0;0;0;0;5000;0;0;0;1;0;0;0
4370;0;1;0,09709;0,133333;201360;0;0;0;0,823529;-3;0;0
4371;1;1;0,080587;0,166667;191098;1;0;1;1;0;0;0
4372;0;0;0;0;388341;0;0;1;1,2;2;0;0
4373;1;0;0;0;166000;0;0;1;1;0;0;0
4374;0;0;0;0;25724;0;0;0;0,583333;-5;0;0
4375;1;1;0,008311;0,176471;713144;1;0;1;0,941176;-1;0;0
4376;0;0;0;0,333333;557977;0;0;1;0,95;-1;0;0
4377;0;0;0;0;172512;0;0;0;1;0;0;0
4378;1;0;0;0;21660;-1;0;0;1,428571;6;0;0
4379;0;0;0,000112;0,055556;997600;0;0;1;3;10;0;0
4380;0;0;0,113238;0;159275;0;0;1;0,294118;-12;0;0
4381;0;0;0,009045;0;838287;1;0;1;1,111111;2;0;0
4382;0;0;0;0,041667;154285;0;0;1;0,916667;-1;0;0
4383;0;0;0;0,020833;1373555;-1;-1;1;1;0;0;0
4384;0;0;0,312924;0,75;85500;0;0;1;1,176471;3;0;0
4385;0;0;0;0;826357;0;0;1;1,1;1;0;0
4386;0;0;2,3985;0;6000;0;0;0;0,555556;-8;0;0
4387;0;1;0,014106;0,2;964147;1;0;1;0,727273;-3;0;0
4388;1;1;0;0,4;414168;0;0;0;0,454545;-6;0;0
4389;0;0;0;0;145000;0;0;1;2,857143;13;0;0
4390;1;1;0;0,083333;482212;-1;0;1;0,625;-6;0;0
4391;0;0;-1;0;0;0;0;0;2;6;0;0
4392;0;1;0,010246;0,125;691000;0;0;1;1,111111;2;0;0
4393;0;0;0;0;260000;0;0;1;1,25;3;0;0
4394;0;0;0;0;86000;0;0;1;1,111111;2;0;0
4395;0;0;0;0;612954;0;0;1;1;0;0;0
4396;0;0;0;0;25000;0;0;1;1,2;3;0;0
4397;1;1;0;0,5;17000;0;0;1;1;0;0;0
4398;1;0;-1;0;0;0;0;1;4;15;0;0
4399;0;7;5,7899;0,470588;10000;1;0;0;2;10;0;0
4400;0;0;0;0,2;21477;-1;0;1;2,833333;11;0;0
4401;0;0;0;0;48000;0;0;1;1;0;0;0
4402;0;0;0;0,066667;227000;0;0;1;2;10;0;0
4403;0;0;0;0;36388;0;0;1;2,2;6;0;0
4404;0;0;0;0;997806;0;0;1;1;0;0;0
4405;0;0;-1;0;0;0;1;0;1;0;0;0
4406;0;0;0,000642;0;1944337;1;0;0;1;0;0;0
4407;0;0;0;0;879513;0;0;1;1,538462;7;0;0
4408;0;0;-1;-1;0;0;0;0;1,25;2;0;0
4409;0;0;0;0;94519;0;0;1;2,5;12;0;0
4410;0;0;0;0;334710;0;0;1;1;0;0;0
4411;0;0;0,107245;0,076923;542000;0;0;1;2;10;0;0
4412;1;2;2,8448;0,222222;5000;1;0;1;0,9;-1;0;0
4413;0;0;0,048686;0,125;135481;0;0;0;0,916667;-1;0;0
4414;0;0;0;0;113350;0;0;1;1,538462;7;0;0
4415;0;0;0;0;463736;0;0;1;2,333333;8;0;0
4416;0;0;-1;0;0;0;2;0;1;0;0;0
4417;1;1;0;0,25;70500;0;0;0;4;15;0;0
4418;0;0;0;0;424263;0;0;1;1,052632;1;0;0
4419;0;0;0;0;641000;0;0;1;3,8;14;0;0
4420;0;0;0;0;3500;0;0;0;2;10;0;0
4421;0;0;0;0;370942;0;0;0;1;0;0;0
4422;1;0;0;0;128021;0;0;1;3;10;0;0
4423;0;0;0;0;230193;0;0;1;0,714286;-2;0;0
4424;0;0;0;0;30038;0;0;0;2,5;12;0;0
4425;0;0;0;0;256037;0;0;1;0,384615;-8;0;0
4426;0;0;0;0;63800;0;0;1;1;0;0;0
4427;0;0;-1;0;0;0;0;1;0,727273;-3;0;0
4428;0;0;0;0,02;80000;0;0;0;1,052632;1;0;0
4429;0;0;0;0,444444;1114640;-1;0;1;1;0;0;0
4430;0;0;0;0;33490;0;0;1;1;0;0;0
4431;0;1;0,001276;0,083333;4554000;1;0;0;1;0;0;0
4432;0;14;0;2;49000;-1;0;1;1;0;2;0
4433;0;0;0;0,071429;572231;0;0;1;0,5625;-7;0;0
4434;0;0;0;0;3000;0;2;0;2;10;0;0
4435;0;0;0;0;3823300;0;0;1;1;0;0;0
4436;0;0;-1;0,5;0;0;0;0;1,2;2;0;0
4437;0;1;0,045685;0,058824;279960;1;0;1;0,352941;-11;0;0
4438;0;1;0,073351;0,225806;177230;0;0;0;1;0;0;0
4439;0;0;0;0;98000;0;0;1;1,071429;1;0;0
4440;0;0;0;0,333333;47300;0;0;0;4;15;0;0
4441;1;3;0,033248;0,5;135949;0;0;1;0,5;-10;0;0
4442;0;0;0;0;28500;0;0;1;2;8;0;0
4443;1;3;0;0,16;387200;-1;0;1;1;0;0;0
4444;0;1;0,102404;0,25;57000;1;0;1;2,857143;13;0;0
4445;1;0;0;0;311800;0;0;0;2,142857;16;0;0
4446;1;1;0,144516;0,047619;46500;1;0;1;2,75;14;0;0
4447;0;0;0;0;409908;0;0;0;2;5;0;0
4448;0;0;0,041099;0;282000;0;0;1;1,4;4;0;0
4449;0;0;0;0;1157001;0;0;1;1,5;5;0;0
4450;1;0;0,006697;0;242494;0;0;0;1;0;0;0
4451;0;0;0,011734;0;786747;0;0;1;1;0;0;0
4452;0;0;0;0;20000;0;0;1;0,785714;-3;0;0
4453;0;0;0;0,6;73418;0;0;1;1,25;2;0;0
4454;1;1;0;0,083333;61000;1;0;1;1;0;0;0
4455;0;0;0;0;8000;0;1;1;1;0;0;0
4456;0;0;1,118778;0,6;9000;0;0;1;2;10;0;0
4457;0;0;0,026954;0;267936;0;0;1;1,176471;3;0;0
4458;0;0;0,545288;0,75;59000;0;0;1;1,5;5;0;0
4459;0;1;0,220567;0,090909;30000;1;0;1;0,928571;-1;0;0
4460;0;0;0;0;100650;0;0;1;1;0;0;0
4461;0;0;0;0,111111;88505;0;0;1;3;10;0;0
4462;0;0;0;0;199012;0;0;1;0,55;-9;0;0
4463;0;0;-1;-1;0;0;0;0;1,8;4;0;0
4464;0;0;0;0;571800;-1;0;0;1,176471;3;0;0
4465;1;0;0;0;21000;0;0;1;1;0;0;0
4466;0;0;0,005514;0;72549;0;0;1;1,428571;9;0;0
4467;0;1;0,025244;0,333333;164000;0;0;1;1,333333;5;0;0
4468;0;0;0,004491;0;733000;0;0;0;2;10;0;0
4469;0;0;0;0;64000;0;0;1;1,333333;5;0;0
4470;0;0;0;0,473684;1766688;0;0;1;1,4;4;0;0
4471;0;0;0;0;419888;0;0;0;2,428571;10;0;0
4472;0;2;0;0,4;196318;-1;0;0;1;0;0;0
4473;1;10;-1;2,5;0;0;0;0;0,714286;-4;0;0
4474;1;0;0;0,047619;164646;0;0;0;1,238095;5;0;0
4475;1;1;-1;1;0;1;2;0;1;0;0;0
4476;0;0;0;0;312641;0;1;0;0,875;-2;0;0
4477;0;0;0,014081;0,076923;596120;0;0;0;0,588235;-7;0;0
4478;0;0;0;0;37000;0;0;0;0,6;-8;0;1
4479;0;0;0;0;1659868;0;0;1;3,6;13;0;0
4480;1;0;0;0,076923;97141;0;0;0;1;0;0;0
4481;0;0;0,014265;0,444444;1337506;0;0;1;1,214286;3;0;0
4482;0;0;0;0;91644;0;0;1;0,411765;-10;0;3
4483;0;0;-1;0;0;0;0;0;2,222222;11;0;0
4484;1;2;2,49;2;5000;1;1;1;3;10;0;0
4485;1;0;0;0;287500;0;0;1;0,882353;-2;0;0
4486;0;0;0;0;499841;0;0;1;2;5;0;0
4487;0;0;0;0;43500;0;0;0;1,9;9;0;0
4488;1;0;0,031628;0,1;282979;0;0;1;1;0;0;0
4489;0;0;0;-1;42000;0;0;1;1,666667;6;0;0
4490;0;0;0;0;129062;0;0;1;1;0;0;0
4491;0;0;0;0;81761;0;0;1;2,8;9;0;0
4492;0;0;0;0;857398;0;0;1;2;5;0;0
4493;0;0;0;0,25;366100;0;0;1;0,833333;-2;0;0
4494;1;1;-1;1;0;0;2;0;1,176471;3;0;0
4495;0;1;0,716;0,333333;5000;1;1;1;4;15;0;0
4496;0;0;0,457465;0,2;43000;0;0;1;2;10;0;0
4497;0;0;0;0;119749;0;0;1;0,8;-2;0;0
4498;0;0;0;0;25000;0;0;0;0,941176;-1;0;0
4499;1;1;0;1;30000;0;0;0;0,823529;-3;0;0
4500;0;0;0;0;200000;0;0;1;0,470588;-9;0;0
4501;0;0;0;0;3000;0;0;1;2;10;0;0
4502;0;0;0;0;300500;0;0;1;0,5;-10;0;0
4503;0;0;0;-1;211000;0;0;1;1;0;0;0
4504;1;1;-1;1;0;1;2;0;1;0;0;0
4505;0;0;-1;-1;0;0;0;1;1;0;0;0
4506;0;0;-1;0;0;0;0;1;1;0;0;0
4507;0;0;0;0;21419;0;0;1;1;0;0;0
4508;1;1;0,02776;0,083333;262000;0;0;1;1,818182;9;0;0
4509;1;3;0,902897;0,130435;39000;1;0;1;1,176471;3;0;0
4510;0;0;0;0;164000;0;0;0;4;15;0;0
4511;0;0;0;0,2;2709000;0;0;1;2,857143;13;0;0
4512;1;0;0;0;148000;0;0;1;1,428571;3;0;0
4513;0;0;-1;0;0;0;1;0;0,625;-3;0;0
4514;0;0;0;0;280500;0;0;1;2;10;0;0
4515;0;0;0,009185;0;67500;0;0;0;0,727273;-3;0;0
4516;0;0;0;0;9000;0;1;0;1,285714;4;0;0
4517;1;4;0;0,75;20000;0;1;0;1;0;0;0
4518;1;5;0,477564;1;55000;1;0;0;1,538462;7;0;0
4519;0;1;0,242823;0,413793;124000;0;0;1;0,25;-15;0;0
4520;0;0;0;0,285714;278456;0;0;1;2,857143;13;0;0
