id;Factor_1;Factor_2;Factor_3;Factor_4;Factor_5;Factor_6;Factor_7;Factor_8;Factor_9;Factor_10;Factor_11;Factor_12
451;0;2;-1;2;0;1;3;0;1,052632;1;0;0
452;0;0;0;-1;76400;0;0;0;1,1;1;0;0
453;0;0;0;0,025641;752856;-1;0;1;1,4;4;0;0
454;1;1;0,013476;0,12;1584352;0;0;0;1;0;0;0
455;0;0;0;0,090909;91770;0;0;0;2;10;0;1
456;0;6;0;0,269231;590000;0;0;1;1;0;0;0
457;0;0;0;0;500000;0;0;0;1,538462;7;0;0
458;0;0;0;0;450527;0;0;1;1;0;0;0
459;0;0;0,006009;0;698439;0;0;1;0,785714;-3;0;0
460;0;0;0;0;23500;0;0;0;1;0;0;0
461;0;0;0;0;105000;0;0;0;1,142857;1;0;0
462;0;0;0;0;52826;0;0;0;1;0;0;0
463;0;1;0,389744;0,125;23400;1;0;1;0,9375;-1;0;0
464;0;1;0;0,0625;108983;-1;0;0;1,333333;5;0;0
465;0;0;0;0;45000;0;0;1;2;5;0;0
466;0;0;0;0,1;341000;0;0;0;1,7;7;0;0
467;0;0;0;0;295000;0;0;1;2,857143;13;0;1
468;0;0;0,001477;0;516025;0;0;0;1,3;3;0;0
469;0;0;0;0;80852;0;0;0;1;0;0;0
470;0;1;0;0,333333;162023;1;0;0;1;0;0;0
471;0;0;0;0;92213;0;0;0;1,1;1;0;0
472;0;0;0;0;376000;0;0;0;1,428571;6;0;0
473;0;0;0;0;870814;0;0;0;1;0;0;0
474;1;2;0,097758;0,3;149000;1;0;0;1,4;4;0;0
475;1;1;0;0,2;5693832;0;0;0;1;0;0;0
476;0;0;0,51128;0,285714;25000;0;0;0;1,076923;1;0;0
477;0;1;0,7484;0,166667;5000;1;0;0;2,222222;11;0;0
478;0;0;0,087366;1,1;339561;0;0;1;1;0;0;0
479;0;0;0;0;14000;0;0;0;3,2;11;0;0
480;0;0;-1;0;0;0;0;0;1;0;0;0
481;0;0;0,000015;1,285714;582000;0;0;0;2,142857;8;0;0
482;0;0;0,030011;0,166667;1324271;0;0;0;1;0;0;0
483;0;0;0;0;137000;0;0;0;1,428571;6;0;0
484;0;1;0,420806;0,066667;31000;1;0;0;1;0;0;0
485;0;0;0;0;250000;0;0;0;1,666667;8;0;0
486;0;0;0;0;16000;0;1;0;1,214286;3;0;0
487;0;0;0;0;1120901;0;0;0;1;0;0;0
488;0;0;0,007491;-1;13350;0;0;0;1,125;1;0;0
489;0;0;0;0;140000;0;0;0;2,142857;8;0;0
490;0;0;-1;2;0;0;0;0;2;5;0;0
491;1;2;0,04671;0,5;100000;0;0;0;4;15;0;0
492;0;0;-1;0;0;0;2;0;0,571429;-6;0;0
493;0;0;-1;0;0;0;0;0;1,666667;8;0;0
494;0;1;0,062718;0,173913;245846;0;0;0;0,3125;-11;0;0
495;0;0;0;0;32458;0;0;0;1;0;0;0
496;0;1;0;0,5;38000;0;1;0;1;0;0;0
497;0;0;0;0,333333;681000;0;1;0;0,65;-7;0;0
498;0;0;0,015305;0,666667;248940;0;0;0;4;15;0;0
499;0;0;0;0;946956;0;0;1;1,428571;6;0;1
500;0;0;-1;0;0;0;0;1;1;0;0;0
501;0;0;0;0;121000;0;0;0;1;0;0;0
502;1;1;0,11937;0,333333;138000;0;0;0;1;0;0;0
503;0;0;-1;-1;0;0;0;0;4;15;0;0
504;0;0;0,001029;0;489592;0;0;0;0,8;-2;0;0
505;0;0;-1;-1;0;0;0;0;1,7;7;0;0
506;0;0;0;0,181818;1183929;1;0;0;1;0;0;0
507;0;0;-1;0;0;0;2;1;1;0;0;0
508;0;0;0,000334;0,333333;1086664;0;0;0;1,214286;3;0;0
509;0;0;0;0;6500;0;0;0;0,5;-7;0;0
510;0;0;0;0;901223;0;0;1;1;0;0;0
511;0;0;0,117823;0,714286;215298;0;0;0;1,181818;2;0;0
512;0;0;0;0;75000;0;0;0;1;0;0;0
513;1;0;-1;0;0;0;0;0;0,631579;-7;0;0
514;1;0;0;0;12000;0;0;1;1;0;0;0
515;0;0;0;0,3;30201;0;0;0;1;0;0;0
516;1;1;0;0,125;98000;0;1;0;1,055556;1;0;0
517;0;0;0;0;688880;0;0;1;1;0;0;0
518;0;0;0;0;172476;0;0;1;0,384615;-8;0;0
519;0;0;0;0;1396500;0;0;0;0,25;-15;0;0
520;0;0;0;0;372500;0;0;0;2,222222;11;0;0
521;0;0;-1;0;0;0;0;0;0,357143;-9;0;0
522;0;0;0;0;11000;0;1;1;1;0;0;0
523;1;0;0,010678;1;218295;0;0;0;1,428571;6;0;0
524;0;0;-1;0;0;0;0;1;2,222222;11;0;0
525;1;0;0;0;216000;0;0;1;3,333333;14;0;0
526;0;0;0,000125;0;8000;0;0;0;1,714286;5;0;0
527;1;1;-1;0,5;0;1;2;0;1,071429;1;0;0
528;0;0;-1;0;0;0;2;0;0,6;-6;0;0
529;0;3;0,180756;0,75;155298;0;0;0;1,285714;4;0;0
530;0;0;0;0;191890;0;0;0;1;0;0;0
531;1;1;0,48364;0,888889;29737;0;0;0;4;15;0;0
532;1;5;-1;1,333333;0;0;0;1;1,428571;6;0;0
533;1;3;0,049016;0,4;692509;0;0;0;1;0;0;0
534;1;1;-1;0,5;0;1;2;0;0,416667;-7;0;0
535;1;0;0;0;82000;0;0;0;1;0;0;0
536;1;3;0,351689;1;54679;1;0;0;1,428571;3;0;0
537;0;0;0;0;2000;0;2;0;0,5;-7;0;0
538;0;0;-1;-1;0;0;0;1;1;0;0;0
539;0;0;0;0,071429;1109000;0;0;0;1,333333;5;0;0
540;0;0;0;0;5000;0;0;0;1,2;2;0;0
541;0;0;0;0;32284;0;0;0;2,285714;9;0;0
542;0;6;0,068921;0,681818;838802;1;0;1;1;0;0;0
543;0;0;0;0;215000;0;0;0;1,428571;6;0;0
544;1;4;0;0,318182;375000;1;0;1;1;0;0;0
545;0;0;0;0;7000;0;0;0;2,8;9;0;0
546;0;0;0;0;851724;0;0;0;1;0;0;0
547;0;0;1,132789;0;19000;0;0;0;1,375;3;0;0
548;0;0;-1;-1;0;0;0;0;2,142857;8;0;0
549;0;0;-1;3;0;0;0;0;4;15;0;0
550;0;0;0;0,666667;481800;-2;0;0;1;0;0;0
551;0;0;0;0;30100;0;1;0;1;0;0;0
552;0;0;0;0,086957;592646;0;0;1;2,222222;11;0;0
553;1;0;0;0;55000;0;0;0;1;0;0;0
554;0;0;0,039251;0;346000;0;0;0;1,166667;1;0;0
555;0;0;0,000354;0,6;6182497;0;0;1;1,25;2;0;0
556;2;6;1,1512;1,5;35000;3;0;1;0,333333;-10;0;0
557;0;0;0;0;901918;0;0;1;4;15;0;0
558;0;0;0;0;98000;0;0;0;1,111111;2;0;0
559;0;0;0;0;844500;0;0;0;0,466667;-8;0;0
560;0;0;0;0;368808;0;0;1;0,384615;-8;0;0
561;0;0;0;0,142857;246205;0;0;1;1,25;4;0;0
562;0;0;0;0;84500;0;0;0;1,071429;1;0;0
563;1;2;0,003063;0,5;5123000;0;0;0;0,9;-1;0;0
564;0;0;0,654186;0;13354;0;0;0;1,076923;1;0;0
565;0;0;-1;0;0;0;0;0;1;0;0;0
566;1;0;0;0;38000;0;0;0;0,294118;-12;0;0
567;0;0;0;0;34062;0;0;0;1;0;0;0
568;0;0;0;0;422078;0;0;0;1;0;0;0
569;0;0;0;0;38000;0;0;0;1,636364;7;0;0
570;0;0;0,007878;0,086957;424229;0;0;0;1,888889;8;0;0
571;0;0;0,000499;0,04878;216600;0;0;0;2;10;0;0
572;0;0;0;0;206994;0;0;0;0,857143;-2;0;0
573;0;0;0;0;2000;0;1;0;1,25;4;0;0
574;0;0;0;0,076923;351578;0;0;0;0,555556;-8;0;0
575;0;0;0;0;48580;0;0;1;1,25;3;0;0
576;0;0;1,612467;0;30000;0;0;0;1,2;2;0;0
577;0;0;0;0;128925;0;0;1;2;10;0;0
578;1;2;-1;0,25;0;1;0;1;1,5;5;0;0
579;0;0;0;0;100070;0;0;0;2;10;0;0
580;1;0;0;0;175000;0;0;1;2;5;0;0
581;0;0;0,016553;0,142857;59204;1;0;0;1,625;5;0;0
582;0;0;0;0;170000;0;0;0;1,111111;1;0;0
583;1;0;0;0,166667;21291;0;0;1;1;0;0;0
584;1;1;-1;0,5;0;0;0;0;2,4;7;0;0
585;0;0;0;0;8000;0;1;0;1;0;0;0
586;1;1;0;0,25;365000;0;0;0;0,6;-8;0;0
587;0;0;0;0;13000;0;0;0;1,230769;3;0;0
588;0;1;0,008773;0,25;1113670;1;0;1;0,714286;-4;1;0
589;0;0;0;0,875;118106;0;0;0;0,785714;-3;0;1
590;0;0;0,181799;0,541667;518500;0;0;0;1;0;0;0
591;0;0;0;0;208855;0;0;0;1;0;0;0
592;0;0;0;0;710700;0;0;0;0,4;-12;0;0
593;0;0;0;0;19000;0;0;0;1;0;0;0
594;0;0;-1;0;0;0;0;0;1;0;0;0
595;0;0;0,126733;0,333333;105000;1;0;1;0,941176;-1;0;0
596;0;0;0;0;2000;0;0;0;1;0;0;0
597;0;0;0;0;122539;0;0;1;0,555556;-4;0;0
598;1;0;0;0;11077;0;0;0;0,714286;-4;0;0
599;0;0;0;0,2;36100;0;0;0;1;0;0;0
600;0;0;0;0;5000;0;0;1;0,785714;-3;0;0
601;0;0;0;0,111111;585324;0;0;0;1,25;4;0;0
602;0;13;0,03202;0,857143;354929;1;0;1;1;0;0;0
603;0;0;0;0;1487871;0;0;0;1;0;0;0
604;0;0;0;0;86063;0;0;0;1;0;0;0
605;1;0;0;0,1;2576718;-1;0;1;1;0;0;0
606;0;0;0;0,375;990620;0;0;1;0,35;-13;0;0
607;0;0;0;0;955360;0;0;0;1,428571;6;0;0
608;1;0;0;0;542338;0;0;0;4;15;0;0
609;0;0;0,015533;0,5;923822;0;0;0;0,25;-15;0;0
610;1;1;0;0,111111;41000;0;0;0;2,666667;10;0;0
611;0;0;0;0;128000;0;0;0;1,666667;8;0;0
612;0;0;0;1;85443;0;0;1;1,333333;2;0;0
613;0;0;0;0;1042046;0;0;0;1;0;0;0
614;0;0;0;0;11000;0;0;0;0,692308;-4;0;0
615;1;0;0;0;53000;0;0;0;1;0;0;0
616;0;3;0,012324;0,176471;1472685;0;0;1;0,444444;-10;2;0
617;0;0;0;0;25000;0;0;0;1;0;0;0
618;0;0;0;0;73218;0;0;1;1;0;0;1
619;0;0;0;0;475027;0;0;1;1;0;0;0
620;0;0;0,17452;0;441840;0;0;0;1,333333;5;0;0
621;0;0;0;0;10000;0;0;0;1;0;0;0
622;0;0;0,00021;0;348309;0;0;0;1,111111;2;0;1
623;0;0;0;0,166667;60000;0;0;1;1;0;0;0
624;0;0;0;0;6000;0;0;0;1,454545;5;0;0
625;0;0;0;0,0625;835000;0;0;1;1;0;0;0
626;0;0;-1;0;0;0;0;0;0,846154;-2;0;0
627;1;2;0,009292;1,2;1698400;0;0;0;1,176471;3;0;0
628;1;0;0;0;12000;0;0;1;1;0;0;0
629;0;0;0;0;2343682;0;0;1;4;15;0;0
630;0;1;0,071368;0,1875;112445;0;0;0;0,7;-6;0;0
631;0;0;0;0;2000;0;2;0;1;0;0;0
632;0;0;0;0;145850;0;0;1;2;10;0;0
633;0;2;0,15211;0,15;166255;1;0;0;0,95;-1;0;0
634;1;2;0,031573;0,133333;579607;1;0;0;1;0;0;0
635;0;0;0;1;17530;0;1;0;1,666667;8;1;0
636;1;0;0;0;238000;0;0;0;1,181818;2;0;0
637;0;0;0;0;328974;0;0;0;1,4;4;0;0
638;0;0;-1;0;0;0;0;0;1,428571;6;0;0
639;1;1;0;0,090909;10000;0;0;1;1,4;2;0;0
640;0;0;0,093974;0,125;218784;0;0;0;1;0;0;0
641;1;0;0;0;1087100;0;0;0;0,8;-3;0;0
642;0;0;0;0,076923;12500;0;0;1;1,6;3;0;0
643;0;0;0;0;2000;0;1;0;0,714286;-4;0;0
644;0;-1;0,015262;0,461538;353831;0;0;0;1,2;3;0;0
645;0;1;0;0,333333;10000;0;0;1;0,5;-5;0;0
646;0;0;0;0;431000;0;0;0;1,6;3;0;0
647;0;0;0;0;4000;0;0;0;1,818182;9;0;0
648;0;0;0;0,333333;15000;0;0;1;1;0;0;0
649;0;0;0;0,166667;99485;0;0;1;1,428571;6;0;0
650;0;1;0,006107;0,05;1146180;1;0;1;1;0;0;0
651;0;0;-1;0;0;0;1;0;0,75;-5;0;0
652;0;1;0;0,083333;30526;0;0;1;0,9;-2;0;0
653;1;0;-1;-1;0;0;0;0;4;15;0;0
654;0;0;0;0,285714;92814;0;0;0;1;0;0;0
655;1;0;0;0;66268;0;1;0;0,875;-2;0;0
656;0;0;0;0;9627;0;0;0;1,428571;3;0;0
657;1;0;0,028021;0,428571;654377;0;0;0;1,538462;7;0;0
658;0;0;0,026848;0;228100;0;0;0;1;0;0;0
659;0;0;0,009204;0;1572323;0;0;0;1,818182;9;0;0
660;0;0;0;0;67080;0;0;0;1,266667;4;0;0
661;0;0;0;0;2484075;0;0;0;0,45;-11;0;0
662;1;0;0;0;18000;0;0;0;2;10;0;0
663;1;0;0;0;2000;0;1;0;1;0;0;0
664;0;0;0;0,125;197491;0;0;1;1;0;0;0
665;0;0;0;0;60000;0;0;1;4;15;0;0
666;0;0;0;-1;30000;0;0;1;0,8125;-3;0;0
667;1;0;0,000005;0,04;779200;0;0;1;1;0;0;0
668;0;0;0;0,1;41000;0;0;0;1;0;0;0
669;0;0;0;0;204000;0;0;0;1,133333;2;0;0
670;0;0;0;1;12305;0;0;0;1;0;0;0
671;0;0;-1;0;0;0;0;1;0,727273;-3;0;0
672;1;3;0;0,3125;238401;-1;0;0;1,428571;6;0;0
673;0;0;0,020329;0;373602;0;0;0;0,714286;-2;0;0
674;0;0;0;0;702936;0;0;0;1,8;8;0;0
675;0;0;0,014474;0,428571;573844;0;0;1;1,538462;7;0;0
676;0;0;-1;0;0;0;0;1;2,2;6;0;0
677;0;0;0;0;2000;0;1;0;1,428571;6;0;0
678;0;0;0;0,142857;225710;1;0;0;1;0;0;0
679;0;0;-1;0;0;0;2;0;1,1;1;0;0
680;2;0;0,524942;0,137931;184628;0;0;1;1;0;0;0
681;1;0;0;0;77000;0;0;1;1,5;5;0;0
682;1;2;0,016282;0,266667;423781;1;0;1;1;0;0;0
683;0;0;0;0;86000;0;0;1;1;0;0;1
684;0;0;0;0;1121279;0;0;0;1,0625;1;0;0
685;1;2;0,185811;0,142857;74000;1;0;0;1,428571;6;0;0
686;0;0;2,854857;0;7000;0;0;0;1,176471;3;0;0
687;0;0;0;0,083333;842231;0;0;0;0,888889;-2;0;0
688;1;1;0,217333;0,5;30000;1;0;0;0,857143;-1;0;0
689;0;0;0;0;874887;0;0;1;2;5;0;0
690;1;3;0;0,5;178500;1;0;0;1;0;0;0
691;0;0;0;0,444444;11646;0;0;1;1;0;0;0
692;1;3;0,214005;0,125;217000;1;0;1;1;0;0;0
693;1;1;0;0,166667;99400;0;1;0;1,571429;4;0;0
694;0;0;0;0;32000;0;0;0;1;0;0;0
695;1;2;1,1242;0,666667;10000;1;1;0;1,538462;7;0;0
696;0;5;0,147291;0,333333;296284;1;0;1;1,071429;1;0;0
697;0;0;-1;0,5;0;1;1;1;1,571429;4;0;0
698;1;0;0,062615;0,285714;142266;1;0;1;1;0;0;0
699;1;0;0,017222;0,4;405000;0;0;0;2,6;8;0;0
700;0;0;0;0,4375;559763;0;0;1;1;0;0;0
701;0;0;0;0;965040;1;0;1;1;0;0;0
702;0;0;-1;-1;0;0;0;0;1;0;0;0
703;0;0;0;0;91364;0;1;0;4;15;1;0
704;1;1;0,025266;0,333333;221639;0;0;0;1;0;0;0
705;0;0;0;0;30936;0;0;0;1;0;0;0
706;0;-1;0;0;145000;-1;0;0;1;0;0;0
707;1;1;-1;1;0;1;2;0;0,777778;-4;0;0
708;0;0;0,000004;0,0625;2270264;1;0;0;1;0;0;0
709;0;0;0;0;23000;0;0;0;1;0;0;0
710;0;0;0;0,5;15000;0;0;0;1,071429;1;0;0
711;0;0;0;0;187574;0;0;1;1;0;0;0
712;0;0;-1;0;0;0;0;0;1;0;0;0
713;0;0;0,079921;0,571429;83207;0;0;0;1,111111;2;0;0
714;0;0;0;0;40000;0;0;1;1,3;3;0;0
715;1;1;-1;1;0;0;3;0;0,571429;-6;0;0
716;0;0;0;0;102000;0;0;0;1,058824;1;0;0
717;0;0;0;0,041667;262000;0;0;1;1;0;0;0
718;1;1;-1;0,2;0;1;0;1;0,666667;-5;0;0
719;0;0;0;-1;170264;0;0;0;1;0;0;0
720;0;0;0;0,032258;396080;0;0;0;0,8;-2;0;0
721;1;0;-1;0,5;0;0;0;0;2,571429;11;0;0
722;1;0;0,032782;0,444444;281500;1;0;0;0,9;-2;0;0
723;0;0;0;0;26000;0;0;0;1;0;0;0
724;0;0;0;0;62000;0;0;0;1,7;7;0;0
725;0;0;0,036875;0;235932;1;0;0;1,5;5;0;0
726;1;0;0;0,166667;220000;0;0;0;1,428571;6;0;0
727;1;0;-1;0;0;0;0;1;1;0;0;0
728;0;0;0;0;86500;0;0;0;0,9;-2;0;1
729;1;3;0,213507;0,769231;269630;0;0;0;0,583333;-5;0;0
730;0;0;0;0;646058;0;0;1;1;0;0;0
731;0;0;-1;0;0;0;0;0;0,666667;-5;0;0
732;0;0;-1;0;0;0;0;1;2;7;0;0
733;0;0;0;-1;88000;0;0;0;1,142857;1;0;0
734;0;0;0;0;170006;0;0;0;1;0;0;0
735;1;0;0;0,111111;81400;0;0;0;0,818182;-2;0;0
736;0;0;0;0;48500;0;0;1;4;15;0;0
737;0;0;0;0;54000;0;1;0;1;0;0;0
738;1;0;0;0,444444;257347;0;0;1;1;0;0;0
739;0;0;0;0;350300;0;0;0;1;0;0;0
740;0;0;-1;-1;0;0;0;0;1;0;0;0
741;1;3;0,106965;0,6;171000;0;0;0;1,4;4;1;0
742;0;0;0;0;20100;0;0;1;2,6;8;0;1
743;0;0;0;0;241798;0;0;0;0,823529;-3;0;0
744;0;0;0;0;298000;0;0;1;1;0;0;0
745;1;5;1,040583;0,6;48000;1;0;0;1,545455;6;0;0
746;1;0;0;0;19000;0;0;0;1,428571;6;0;0
747;0;0;0;0;13584;0;0;0;0,5;-7;0;0
748;0;0;0,066499;0,666667;75640;0;0;0;1,214286;3;0;0
749;1;0;-1;0;0;0;0;0;1,357143;5;0;0
750;0;0;0;0,111111;452292;0;1;0;1;0;0;0
751;0;0;0;0;375380;0;0;0;1,176471;3;0;0
752;1;0;0;0;794818;0;0;1;2,8;9;0;0
753;0;0;0;0;8000;0;0;0;1;0;0;0
754;0;0;0;0;2000;0;1;0;1;0;0;0
755;0;0;0;0;126651;0;0;1;1;0;0;0
756;0;1;-1;1;0;1;2;1;1,833333;5;0;0
757;0;0;0;0;4000;0;0;0;1;0;0;0
758;1;1;0;0,333333;36000;0;0;0;0,833333;-2;0;0
759;0;0;0,275416;0,4;125000;0;0;0;2,222222;11;0;0
760;0;0;-1;0;0;0;0;0;1,1;1;0;0
761;0;0;0;0;17000;0;0;0;1,4;2;0;0
762;1;1;0,008472;2;89000;0;0;0;0,25;-15;0;0
763;0;5;0;0,2;308667;0;0;1;1;0;0;0
764;0;0;-1;1;0;0;0;0;0,5;-5;0;0
765;0;1;0,004775;0,2;787444;1;0;0;2,285714;9;0;0
766;0;0;0;0;55280;0;0;1;1,818182;9;0;0
767;1;1;0,342526;0,4;24620;1;1;0;1;0;0;0
768;1;0;0;0;18000;0;0;1;1;0;0;0
769;0;0;0;0,142857;1178790;0;0;1;4;15;0;0
770;0;0;0,005798;0;344920;0;0;1;3,2;11;0;0
771;0;0;0;0,153846;502800;0;0;0;0,933333;-1;0;0
772;0;0;0;0,055556;418659;0;0;1;1;0;0;1
773;0;0;0;0;106100;0;0;1;1;0;0;0
774;0;1;0,024579;0,176471;386100;1;0;0;1;0;0;0
775;0;0;0;0;588724;0;0;0;1,666667;8;0;0
776;0;2;0;0,222222;23000;0;0;0;1;0;0;0
777;0;0;0;0;71365;0;0;0;1;0;0;0
778;0;0;-1;0;0;0;2;0;1;0;0;0
779;0;0;0;0;19000;0;0;1;2,2;6;0;0
780;0;0;0;0;9350;0;0;0;2;10;0;0
781;1;0;0;0;174000;0;0;0;0,714286;-2;0;0
782;0;0;0;0;121452;0;0;0;1;0;0;0
783;0;0;0;0;52500;0;0;1;1;0;0;0
784;0;0;0;0;183100;0;0;1;1,111111;1;0;0
785;1;1;0,070035;0,142857;143500;0;0;0;0,928571;-1;0;0
786;0;0;0;0;72496;0;1;0;1,333333;5;0;0
787;0;0;-1;0;0;0;0;0;0,75;-5;0;0
788;1;5;0;0,714286;668670;0;0;0;1,285714;2;0;0
789;0;0;0;0;236730;0;0;1;1;0;0;0
790;0;0;0;0;1823299;0;0;0;1;0;0;0
791;2;0;0;0,375;28000;-1;0;1;1;0;0;0
792;0;0;0;0;19000;0;0;0;1,818182;9;0;1
793;0;0;-1;0;0;0;0;1;2;5;0;0
794;0;0;0;0;3000;0;0;0;4;15;0;0
795;0;0;0,011915;0,222222;282000;0;0;0;1,333333;5;0;0
796;0;0;0;0;6000;0;0;0;2,4;7;0;0
797;1;0;0;0;2000;0;1;0;0,555556;-4;0;0
798;1;0;0;0;2500;0;0;0;1,4;2;0;0
799;0;0;0;0;38000;0;0;0;1,363636;4;0;0
800;0;0;0,001229;0,1;2167415;0;0;1;4;15;0;0
801;0;0;0;0;2000;0;1;0;1;0;0;0
802;1;1;-1;0,666667;0;1;2;1;2;10;0;0
803;0;0;0;0;224000;0;0;0;1,428571;6;0;0
804;0;0;0,036364;0,666667;110000;0;0;0;1;0;0;0
805;0;0;0,001112;0,333333;787198;0;0;1;1;0;0;0
806;0;0;0;0,25;82094;0;0;1;1;0;0;0
807;0;0;0;0;538904;0;0;0;1;0;0;0
808;0;0;0;0;1427075;0;0;0;1,333333;5;0;1
809;0;0;0;0;540500;0;0;1;0,333333;-10;0;0
810;0;0;0;0;550000;0;0;1;1;0;0;0
811;1;1;0,029193;0,25;794700;1;0;0;1;0;0;0
812;1;0;0;0;8000;-1;0;1;1;0;0;0
813;0;0;0;0;7000;0;0;1;1,666667;6;0;0
814;0;0;0;0;363547;0;0;0;1,153846;2;0;0
815;0;0;0;0,25;12000;0;0;0;2,8;9;0;0
816;0;0;0,062883;1,111111;145000;0;0;1;2;5;0;0
817;0;0;-1;0;0;0;0;1;1,333333;2;0;0
818;0;0;0;0;28200;0;0;1;0,842105;-3;0;0
819;0;0;0;0;1063431;-1;-14;0;0,75;-4;0;0
820;0;0;0,027623;0;236000;0;0;0;1;0;0;0
821;0;0;0,021617;0,230769;184395;0;0;1;1,142857;1;0;0
822;1;0;0,017194;0,2;31000;1;0;1;0,909091;-1;0;0
823;1;1;0,356923;0,5;65000;1;0;0;1;0;0;0
824;0;0;0;0;30000;0;0;0;0,928571;-1;0;0
825;0;0;0;-1;22500;0;0;1;3;10;0;0
826;0;0;-1;0;0;0;0;1;1,8;4;0;0
827;0;0;0;0,272727;1368432;0;0;1;1,25;3;0;0
828;0;1;0,081103;0,5;49320;0;0;1;1,4;2;0;0
829;1;0;0;0;8000;0;2;1;1;0;0;0
830;1;2;0,036889;0,190476;509640;0;0;0;0,85;-3;0;0
831;0;0;0;0;60844;0;0;1;0,714286;-2;0;0
832;0;0;0;0;75000;0;0;0;1,5;4;0;0
833;0;0;-1;-1;0;0;0;0;0,615385;-5;0;0
834;1;1;0,237037;0,2;54000;1;0;0;1,266667;4;0;0
835;1;3;-1;0,666667;0;3;0;1;0,5;-10;0;0
836;1;0;0;0;58980;0;1;0;0,611111;-7;0;0
837;0;0;0,026442;0,333333;514340;0;0;1;1,333333;5;0;0
838;0;0;0;0;29613;0;1;0;1;0;0;0
839;0;0;0;0,333333;454000;0;0;1;2,6;8;0;0
840;0;0;0;0;31138;0;0;0;0,277778;-13;0;0
841;0;0;0;0,2;648934;0;0;1;2,8;9;0;0
842;0;0;0;0,25;26688;0;0;1;0,5;-5;0;0
843;1;0;0;0;40000;0;0;0;1;0;0;0
844;0;0;0;0;381924;0;0;1;1;0;0;0
845;0;1;0,106256;0,333333;31057;1;0;1;2;5;0;0
846;1;0;0;0;6500;0;0;1;3;10;0;0
847;0;0;0;0;34000;0;0;0;1;0;0;1
848;0;0;0;0;18000;0;0;0;0,95;-1;0;0
849;1;0;0;0;106864;0;2;0;0,25;-15;0;0
850;1;3;0,063251;0,388889;159460;0;0;0;1;0;0;0
851;1;3;0,074818;0,5;303176;0;0;0;1;0;0;0
852;0;0;0;0;221000;0;0;0;1,333333;5;0;0
853;0;0;0;0;363734;0;0;0;1;0;0;0
854;0;0;0,003505;0,25;1942506;0;0;0;1,333333;5;0;0
855;0;0;0;0;644880;0;0;0;1,166667;2;0;0
856;0;0;0;0;60500;0;0;1;1;0;0;0
857;0;0;0;0;30224;0;0;0;1,6;6;0;0
858;0;0;-1;0;0;0;0;1;1;0;0;0
859;0;0;0,0294;0,076923;25000;0;0;0;1;0;0;0
860;1;1;0;0,2;6000;0;0;1;1,071429;1;0;0
861;0;0;-1;1,2;0;0;0;0;0,833333;-1;0;0
862;1;1;0;0,4;76800;0;0;0;0,666667;-5;0;0
863;0;0;0;0,090909;44500;0;0;0;1;0;0;0
864;0;0;0;-1;12632;0;0;0;2,5;12;0;0
865;0;0;0;0;33000;0;1;0;1,666667;4;0;0
866;0;0;0;0;40100;0;1;0;0,714286;-2;0;0
867;1;0;0;0,5;4000;0;0;1;1,142857;1;0;0
868;0;0;0;0,05;430691;0;0;1;1;0;0;0
869;0;0;0;0;749330;0;0;1;1,6;6;0;0
870;0;0;0;0,045455;553763;0;0;1;1;0;0;0
871;1;6;0;1,2;14000;0;0;0;0,7;-6;0;0
872;0;0;0,000218;0;1057759;0;0;1;0,684211;-6;0;0
873;0;0;0;0;47997;0;0;0;1;0;0;0
874;0;0;-1;0;0;0;0;1;1;0;0;0
875;0;0;0;0;38500;0;0;0;1,7;7;0;0
876;0;0;0;0;35000;0;0;0;1;0;0;0
877;0;0;0;0,083333;171582;0;0;1;1,625;5;0;0
878;0;0;0;0;158810;0;0;0;0,25;-15;0;0
879;1;0;0;0;462090;0;0;1;0,7;-3;0;0
880;1;1;0;0,166667;671000;0;0;0;1;0;0;0
881;0;0;0;0;249614;0;0;1;0,714286;-4;0;0
882;1;0;0;0;526588;-1;0;0;1,538462;7;0;0
883;1;0;0;0,2;143590;0;0;0;0,388889;-11;0;0
884;0;0;0;0;1658457;0;0;1;1;0;0;0
885;0;0;0;0;120118;0;0;1;0,357143;-9;0;0
886;0;0;-1;0;0;0;0;1;0,7;-3;0;1
887;0;0;0;0;540300;0;0;1;2;5;0;0
888;0;0;0;0,071429;414900;0;0;1;1,4;2;0;0
889;0;0;-1;-1;0;0;0;1;2,285714;9;0;0
890;1;5;0;1;119738;0;0;0;1;0;0;0
891;0;0;0;0;136000;0;0;0;1;0;0;0
892;1;0;0;0;39292;0;1;0;1;0;0;0
893;0;0;0,001392;0,8;360511;0;0;1;1;0;0;0
894;0;0;0;0;110000;0;0;1;1;0;0;0
895;0;0;0;0;2694884;0;0;1;2,2;6;0;0
896;0;0;0;0;32000;0;0;0;1,142857;2;0;0
897;0;0;0;-1;20000;0;0;1;1,5;5;0;0
898;1;0;-1;0;0;0;0;0;1;0;0;0
899;0;0;0;-1;82000;0;0;1;1,2;1;0;0
900;0;0;0,075391;0,181818;177873;0;0;1;2,4;7;0;0
901;0;0;0;0;352750;0;0;1;1,1;1;0;0
902;0;0;0;0;9000;0;0;0;1,5;5;0;0
903;0;0;0;0;539912;0;0;0;1,125;1;0;0
904;0;0;0;0;22294;0;0;1;1,428571;3;0;0
905;0;0;0;0;2221721;0;0;1;1,153846;2;0;0
906;0;0;0;0;96028;0;0;1;1;0;0;0
